timestamp,armed,prearmed,ready_to_arm,lockdown,kill,termination,in_esc_calibration_mode
148119681,1,0,1,0,0,0,0
148625692,1,0,1,0,0,0,0
149131700,1,0,1,0,0,0,0
149637821,1,0,1,0,0,0,0
150143684,1,0,1,0,0,0,0
150649682,1,0,1,0,0,0,0
151155693,1,0,1,0,0,0,0
151661816,1,0,1,0,0,0,0
152167822,1,0,1,0,0,0,0
152673705,1,0,1,0,0,0,0
153179684,1,0,1,0,0,0,0
153685757,1,0,1,0,0,0,0
154191684,1,0,1,0,0,0,0
154698053,1,0,1,0,0,0,0
155203685,1,0,1,0,0,0,0
155709685,1,0,1,0,0,0,0
156215683,1,0,1,0,0,0,0
156723711,1,0,1,0,0,0,0
157230098,1,0,1,0,0,0,0
157735683,1,0,1,0,0,0,0
158241701,1,0,1,0,0,0,0
158747702,1,0,1,0,0,0,0
159253683,1,0,1,0,0,0,0
159759823,1,0,1,0,0,0,0
160265692,1,0,1,0,0,0,0
160771695,1,0,1,0,0,0,0
161277709,1,0,1,0,0,0,0
161783892,1,0,1,0,0,0,0
162289935,1,0,1,0,0,0,0
162796686,1,0,1,0,0,0,0
163302686,1,0,1,0,0,0,0
163808685,1,0,1,0,0,0,0
164314725,1,0,1,0,0,0,0
164821683,1,0,1,0,0,0,0
165327808,1,0,1,0,0,0,0
165833683,1,0,1,0,0,0,0
166339682,1,0,1,0,0,0,0
166845694,1,0,1,0,0,0,0
167351683,1,0,1,0,0,0,0
167857701,1,0,1,0,0,0,0
168363683,1,0,1,0,0,0,0
168869685,1,0,1,0,0,0,0
169375683,1,0,1,0,0,0,0
169441895,0,0,1,0,0,0,0
169452990,0,0,1,0,0,0,0
169961685,0,0,1,0,0,0,0
